,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
7593,2800,Kuala Lumpur - Sri Hartamas,Service Residence,2,1.0,2.0,1150,Fully Furnished,"Gymnasium, Security, Playground, Swimming Pool, Parking, Lift, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7594,1000,Kuala Lumpur - Cheras,Condominium,1,1.0,1.0,717,Partially Furnished,"Parking, Swimming Pool, Security, Playground, Gymnasium, Tennis Court, Barbeque area, Squash Court, Lift, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7595,2600,Kuala Lumpur - Sentul,Service Residence,2,2.0,2.0,794,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
7596,900,Kuala Lumpur - Cheras,Apartment,3,1.0,2.0,660,Partially Furnished,"Playground, Security, Minimart, Lift, Parking","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7597,650,Kuala Lumpur - Cheras,Flat,2,0.0,1.0,600,Not Furnished,"Parking, Playground, Minimart",None,Kuala Lumpur
7598,1400,Kuala Lumpur - Cheras,Condominium,3,0.0,2.0,807,Fully Furnished,"Parking, Security, Minimart, Swimming Pool",Air-Cond,Kuala Lumpur
7599,1500,Kuala Lumpur - Setapak,Condominium,4,2.0,2.0,940,Partially Furnished,None,None,Kuala Lumpur
7600,2200,Kuala Lumpur - Solaris Dutamas,Condominium,3,1.0,2.0,1170,Partially Furnished,"Security, Parking, Barbeque area, Gymnasium, Sauna, Swimming Pool",None,Kuala Lumpur
7601,2250,Kuala Lumpur - Titiwangsa,Service Residence,2,1.0,1.0,720,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Security, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7602,1900,Kuala Lumpur - Keramat,Condominium,3,1.0,2.0,1382,Partially Furnished,"Minimart, Swimming Pool, Parking, Security, Barbeque area, Gymnasium",None,Kuala Lumpur
7603,2800,Kuala Lumpur - KL City,Condominium,1,1.0,1.0,850,Fully Furnished,"Parking, Security, Sauna, Multipurpose hall, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
7604,3100,Kuala Lumpur - Cheras,Service Residence,4,2.0,4.0,1587,Partially Furnished,"Security, Jogging Track, Squash Court, Playground, Swimming Pool, Gymnasium, Parking, Minimart, Tennis Court, Lift, Sauna, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7605,1999,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,1100,Partially Furnished,None,None,Kuala Lumpur
7606,1300,Kuala Lumpur - Bukit Jalil,Condominium,4,2.0,3.0,1424,Not Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Minimart","Air-Cond, Near KTM/LRT",Kuala Lumpur
7607,1750,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,850,Not Furnished,"Parking, Lift, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Squash Court, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur
7608,2300,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,2.0,1226,Partially Furnished,"Security, Sauna, Club house, Swimming Pool, Multipurpose hall, Parking, Barbeque area, Lift, Playground, Gymnasium","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT",Kuala Lumpur
7609,1200,Kuala Lumpur - Setapak,Condominium,3,0.0,2.0,1000,Partially Furnished,"Parking, Security, Lift",Washing Machine,Kuala Lumpur
7610,1400,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,928,Partially Furnished,None,None,Kuala Lumpur
7611,1800,Kuala Lumpur - Setapak,Condominium,4,2.0,3.0,1362,Partially Furnished,None,None,Kuala Lumpur
7612,2000,Kuala Lumpur - Ampang,Service Residence,1,1.0,1.0,705,Fully Furnished,"Playground, Jogging Track, Multipurpose hall, Security, Gymnasium, Barbeque area, Sauna, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7613,1600,Kuala Lumpur - Ampang,Service Residence,1,1.0,1.0,520,Fully Furnished,"Playground, Jogging Track, Multipurpose hall, Security, Gymnasium, Barbeque area, Sauna, Swimming Pool, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7614,1580,Kuala Lumpur - Ampang,Service Residence,1,1.0,1.0,705,Fully Furnished,"Playground, Jogging Track, Multipurpose hall, Security, Gymnasium, Barbeque area, Sauna, Swimming Pool, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7615,2000,Kuala Lumpur - Wangsa Maju,Condominium,4,1.0,2.0,850,Fully Furnished,"Swimming Pool, Gymnasium, Security, Playground, Parking, Minimart",None,Kuala Lumpur
7616,1800,Kuala Lumpur - Solaris Dutamas,Condominium,2,1.0,1.0,600,Fully Furnished,"Jogging Track, Tennis Court, Squash Court, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
7617,900,Kuala Lumpur - Cheras,Apartment,2,1.0,1.0,650,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Jogging Track, Club house, Tennis Court, Squash Court","Air-Cond, Near KTM/LRT",Kuala Lumpur
7618,1800,Kuala Lumpur - Solaris Dutamas,Condominium,3,1.0,2.0,1000,Fully Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Sauna, Barbeque area, Minimart, Multipurpose hall","Cooking Allowed, Washing Machine",Kuala Lumpur
7619,3000,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1030,Fully Furnished,"Security, Playground, Jogging Track, Swimming Pool, Barbeque area, Multipurpose hall, Tennis Court, Parking, Lift, Gymnasium, Sauna","Cooking Allowed, Washing Machine, Air-Cond",Kuala Lumpur
7620,750,Kuala Lumpur - Kepong,Apartment,3,0.0,2.0,700,Not Furnished,"Parking, Lift","Cooking Allowed, Washing Machine",Kuala Lumpur
7621,1800,Kuala Lumpur - Jalan Ipoh,Condominium,4,0.0,3.0,1181,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7622,900,Kuala Lumpur - Keramat,Others,2,0.0,1.0,527,Not Furnished,"Playground, Minimart","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7623,1800,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,1000,Partially Furnished,"Security, Minimart, Gymnasium, Squash Court, Jogging Track, Parking, Swimming Pool, Tennis Court, Lift, Playground",None,Kuala Lumpur
7624,1100,Kuala Lumpur - Ampang,Flat,2,0.0,1.0,612,Partially Furnished,None,"Air-Cond, Near KTM/LRT",Kuala Lumpur
7625,1800,Kuala Lumpur - Puchong,Service Residence,3,2.0,2.0,1002,Fully Furnished,"Tennis Court, Playground, Gymnasium, Lift, Parking, Security, Minimart, Swimming Pool, Barbeque area, Multipurpose hall, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7626,4600,Kuala Lumpur - Keramat,Service Residence,3,2.0,2.0,1211,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
7627,1250,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,800,Partially Furnished,"Minimart, Multipurpose hall, Security, Parking",None,Kuala Lumpur
7628,2500,Kuala Lumpur - Bukit Jalil,Service Residence,2,1.0,2.0,953,Fully Furnished,"Playground, Swimming Pool, Parking, Security, Lift, Gymnasium, Sauna, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7629,1600,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,960,Fully Furnished,"Security, Parking, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7630,100,Kuala Lumpur - Setapak,Condominium,1,0.0,1.0,500,Not Furnished,None,None,Kuala Lumpur
7631,1800,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,1125,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Squash Court, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7632,1400,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,755,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7633,1400,Kuala Lumpur - Keramat,Apartment,3,1.0,2.0,850,Not Furnished,"Parking, Security, Lift, Playground, Minimart","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7634,1800,Kuala Lumpur - Gombak,Service Residence,3,2.0,2.0,940,Fully Furnished,None,None,Kuala Lumpur
7635,2300,Kuala Lumpur - Sentul,Service Residence,2,2.0,2.0,999,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Jogging Track, Security, Playground, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7636,900,Kuala Lumpur - Kepong,Apartment,3,0.0,2.0,950,Partially Furnished,"Parking, Swimming Pool, Jogging Track, Squash Court, Sauna",Cooking Allowed,Kuala Lumpur
7637,1200,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,861,Partially Furnished,"Swimming Pool, Tennis Court, Security, Parking, Barbeque area, Lift, Multipurpose hall, Playground, Minimart, Squash Court, Jogging Track, Sauna, Gymnasium, Club house","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7638,900,Kuala Lumpur - Cheras,Apartment,2,0.0,1.0,650,Partially Furnished,"Lift, Playground, Minimart, Parking","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7639,800,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,970,Not Furnished,"Security, Swimming Pool, Playground, Sauna, Parking, Lift",Cooking Allowed,Kuala Lumpur
7640,2200,Kuala Lumpur - Sentul,Condominium,2,1.0,2.0,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7641,2300,Kuala Lumpur - Setapak,Condominium,3,2.0,3.0,1200,Fully Furnished,"Security, Swimming Pool, Parking, Gymnasium, Squash Court",None,Kuala Lumpur
7642,2000,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,1304,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7643,2500,Kuala Lumpur - Sentul,Service Residence,2,2.0,2.0,999,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Playground, Barbeque area, Sauna","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
7644,2900,Kuala Lumpur - Desa ParkCity,Condominium,2,2.0,2.0,1001,Partially Furnished,"Security, Playground, Barbeque area, Parking, Swimming Pool, Gymnasium, Jogging Track, Lift, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
7645,2600,Kuala Lumpur - Sentul,Condominium,3,2.0,3.0,1186,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7646,3000,Kuala Lumpur - Wangsa Maju,Condominium,3,2.0,4.0,1518,Fully Furnished,None,None,Kuala Lumpur
7647,2500,Kuala Lumpur - Desa Pandan,Service Residence,2,1.0,2.0,856,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Gymnasium, Minimart, Barbeque area, Multipurpose hall, Sauna","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
7648,1700,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,1100,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7649,3500,Kuala Lumpur - Wangsa Maju,Condominium,3,2.0,4.0,1518,Fully Furnished,None,None,Kuala Lumpur
7650,2000,Kuala Lumpur - Wangsa Maju,Condominium,3,1.0,3.0,1267,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Minimart, Playground, Squash Court, Jogging Track",None,Kuala Lumpur
7651,1250,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,817,Partially Furnished,"Parking, Playground, Swimming Pool, Barbeque area","Cooking Allowed, Washing Machine",Kuala Lumpur
7652,1300,Kuala Lumpur - Cheras,Apartment,3,0.0,2.0,900,Partially Furnished,"Parking, Security","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7653,2000,Kuala Lumpur - Desa Pandan,Service Residence,3,2.0,2.0,950,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Washing Machine",Kuala Lumpur
7654,1700,Kuala Lumpur - Wangsa Maju,Condominium,3,1.0,3.0,1267,Partially Furnished,"Swimming Pool, Squash Court, Jogging Track, Parking, Playground, Security, Minimart, Gymnasium",None,Kuala Lumpur
7655,2000,Kuala Lumpur - Jalan Ipoh,Condominium,3,2.0,2.0,958,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Squash Court, Jogging Track, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7656,950,Kuala Lumpur - Setapak,Apartment,3,1.0,1.0,715,Partially Furnished,"Security, Playground, Parking, Lift, Multipurpose hall",Cooking Allowed,Kuala Lumpur
7657,1050,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,850,Partially Furnished,"Parking, Security, Playground, Minimart, Swimming Pool, Gymnasium, Lift, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7658,1300,Kuala Lumpur - Cheras,Service Residence,2,0.0,2.0,825,Partially Furnished,"Parking, Security, Gymnasium, Swimming Pool, Lift, Playground, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
7659,1250,Kuala Lumpur - Segambut,Apartment,3,1.0,2.0,818,Partially Furnished,"Squash Court, Jogging Track, Lift, Security, Minimart, Playground, Sauna, Multipurpose hall, Parking, Swimming Pool, Gymnasium, Tennis Court, Barbeque area, Club house",Air-Cond,Kuala Lumpur
7660,1300,Kuala Lumpur - Kuchai Lama,Apartment,3,1.0,2.0,932,Not Furnished,"Lift, Parking, Jogging Track, Security",None,Kuala Lumpur
7661,1800,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,1097,Fully Furnished,"Gymnasium, Sauna, Parking, Security, Swimming Pool, Minimart, Playground, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7662,1650,Kuala Lumpur - Taman Desa,Condominium,3,1.0,2.0,938,Fully Furnished,"Parking, Swimming Pool, Squash Court, Security, Minimart, Gymnasium, Sauna, Playground, Tennis Court, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7663,1900,Kuala Lumpur - Jalan Kuching,Condominium,3,1.0,2.0,1100,Fully Furnished,"Minimart, Playground, Swimming Pool, Tennis Court, Gymnasium, Sauna, Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7664,1100,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,850,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
7665,1300,Kuala Lumpur - Taman Desa,Condominium,3,1.0,2.0,938,Partially Furnished,"Parking, Security, Minimart, Playground, Gymnasium, Squash Court, Swimming Pool, Tennis Court, Sauna, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7666,1600,Kuala Lumpur - Pantai,Apartment,3,1.0,2.0,810,Partially Furnished,"Multipurpose hall, Playground, Security, Parking, Minimart, Swimming Pool",None,Kuala Lumpur
7667,1600,Kuala Lumpur - Cheras,Condominium,4,1.0,2.0,1142,Partially Furnished,"Minimart, Sauna, Security, Gymnasium, Playground, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
7668,3000,Kuala Lumpur - Bangsar South,Condominium,3,2.0,2.0,1250,Fully Furnished,"Gymnasium, Playground, Minimart, Security, Parking, Tennis Court, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7669,1600,Kuala Lumpur - Taman Melawati,Service Residence,3,1.0,2.0,980,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7670,2900,Kuala Lumpur - Bukit Jalil,Condominium,3,1.0,2.0,1100,Fully Furnished,"Swimming Pool, Lift, Club house, Parking, Playground, Gymnasium, Security, Minimart, Squash Court",None,Kuala Lumpur
7671,1600,Kuala Lumpur - Pantai,Apartment,3,1.0,2.0,810,Partially Furnished,"Multipurpose hall, Playground, Security, Parking, Minimart, Swimming Pool",None,Kuala Lumpur
7672,1400,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,885,Partially Furnished,"Swimming Pool, Security, Parking, Gymnasium, Playground, Minimart, Lift, Sauna, Jogging Track, Multipurpose hall, Barbeque area","Near KTM/LRT, Air-Cond, Washing Machine",Kuala Lumpur
7673,1600,Kuala Lumpur - Ampang,Service Residence,3,0.0,2.0,1185,Partially Furnished,"Parking, Playground, Gymnasium, Lift, Swimming Pool, Barbeque area, Multipurpose hall, Security, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7674,2500,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1000,Fully Furnished,"Playground, Tennis Court, Security, Barbeque area, Lift, Swimming Pool, Jogging Track, Multipurpose hall, Parking, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7675,800,Kuala Lumpur - Jinjang,Apartment,3,0.0,2.0,720,Not Furnished,Lift,None,Kuala Lumpur
7676,1500,Kuala Lumpur - Jalan Ipoh,Condominium,3,1.0,2.0,1200,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7677,2600,Kuala Lumpur - Sentul,Service Residence,2,2.0,2.0,794,Fully Furnished,None,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
7678,3800,Kuala Lumpur - Keramat,Condominium,3,1.0,2.0,1700,Partially Furnished,"Sauna, Security, Tennis Court, Gymnasium, Parking, Playground, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
7679,1500,Kuala Lumpur - Sri Hartamas,Service Residence,1,0.0,1.0,500,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Barbeque area, Sauna, Club house, Jogging Track, Security, Squash Court",Air-Cond,Kuala Lumpur
7680,900,Kuala Lumpur - Cheras,Apartment,3,0.0,2.0,650,Partially Furnished,"Playground, Lift, Minimart",Air-Cond,Kuala Lumpur
7681,850,Kuala Lumpur - Bukit Jalil,Apartment,3,0.0,2.0,800,Not Furnished,"Minimart, Parking, Multipurpose hall, Security",None,Kuala Lumpur
7682,1000,Kuala Lumpur - Bukit Jalil,Apartment,3,0.0,2.0,800,Fully Furnished,"Parking, Security, Multipurpose hall, Minimart",None,Kuala Lumpur
7683,1000,Kuala Lumpur - Bukit Jalil,Apartment,3,0.0,2.0,800,Fully Furnished,"Multipurpose hall, Parking, Security, Minimart",None,Kuala Lumpur
7684,1850,Kuala Lumpur - Taman Desa,Condominium,3,1.0,2.0,1240,Not Furnished,"Parking, Security, Swimming Pool, Tennis Court, Playground, Gymnasium, Barbeque area, Sauna",None,Kuala Lumpur
7685,1500,Kuala Lumpur - Kepong,Condominium,5,1.0,2.0,1500,Not Furnished,"Parking, Security, Lift, Playground, Barbeque area, Minimart, Multipurpose hall, Tennis Court","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
7686,2800,Kuala Lumpur - Sri Hartamas,Condominium,2,1.0,2.0,1120,Fully Furnished,"Sauna, Gymnasium, Swimming Pool, Security, Playground, Barbeque area, Squash Court, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
7687,2000,Kuala Lumpur - Sentul,Condominium,2,1.0,2.0,900,Fully Furnished,None,None,Kuala Lumpur
7688,1900,Kuala Lumpur - Setapak,Apartment,3,1.0,2.0,829,Fully Furnished,"Jogging Track, Parking, Swimming Pool, Gymnasium, Security, Minimart, Playground, Lift",None,Kuala Lumpur
7689,2500,Kuala Lumpur - Old Klang Road,Service Residence,2,2.0,2.0,871,Fully Furnished,None,None,Kuala Lumpur
7690,1200,Kuala Lumpur - Ampang Hilir,Studio,1,0.0,1.0,466,Fully Furnished,"Barbeque area, Security, Parking, Swimming Pool, Gymnasium, Multipurpose hall, Lift, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
